Сервис,Количество посетителей,Количество визитов,Доля отказов,Глубина просмотра,Время на сайте,Доля новых посетителей
Проект Узнай Москву,343742,463502,0.20702607539999998,1.15749662,00:02:31,0.9203821471000001
